149	250	1
106	280	1
14	135	1
14	194	-1
159	301	1
74	22	1
80	25	-1
72	21	-1
116	114	-1
169	127	-1
18	90	1
121	47	-1
39	275	-1
32	99	-1
172	110	1
27	195	-1
96	274	-1
96	32	1
42	43	-1
1	106	1
123	181	-1
39	79	1
156	240	-1
110	252	1
25	186	1
47	290	-1
111	243	1
97	38	1
173	193	-1
95	55	1
155	163	-1
52	143	-1
111	221	1
117	73	-1
99	33	1
71	148	1
2	266	-1
8	258	1
36	50	1
11	44	-1
79	24	1
53	171	-1
6	64	-1
87	143	-1
136	74	1
134	250	-1
21	288	-1
137	97	-1
129	290	-1
130	302	-1
21	221	-1
82	109	1
141	248	-1
69	20	1
61	245	1
106	48	-1
43	42	1
125	49	1
167	224	1
5	81	1
61	126	1
11	180	-1
111	39	-1
155	202	-1
61	168	-1
113	96	1
6	251	-1
37	52	-1
42	151	-1
11	3	-1
12	3	1
106	263	-1
84	27	1
163	207	-1
163	131	-1
86	254	-1
66	78	1
76	215	-1
79	158	-1
78	225	-1
173	133	-1
97	32	1
116	42	1
94	272	-1
123	48	-1
120	130	1
65	282	-1
82	117	-1
93	277	-1
135	57	1
47	293	-1
156	76	-1
75	113	-1
144	185	-1
108	160	-1
74	298	-1
112	164	-1
87	286	-1
91	30	-1
6	1	-1
109	302	-1
73	228	1
54	62	-1
179	262	1
54	14	1
27	92	-1
10	231	-1
110	112	-1
24	297	-1
46	295	1
95	208	1
61	267	1
125	273	-1
40	293	1
31	301	-1
35	9	-1
11	87	1
140	171	-1
3	238	1
156	274	1
135	259	-1
72	244	-1
49	169	1
167	269	1
45	12	1
95	135	1
128	152	-1
118	197	1
46	12	-1
0	291	1
170	98	1
31	99	1
168	134	-1
146	234	-1
104	276	-1
123	65	-1
135	131	-1
13	64	-1
119	155	1
16	116	-1
12	194	-1
152	179	1
27	19	-1
175	130	-1
144	241	1
83	36	-1
105	41	1
157	164	-1
110	244	1
80	75	-1
118	101	-1
70	36	1
47	198	-1
105	69	1
7	1	-1
146	298	-1
134	257	1
7	144	-1
164	83	-1
21	219	-1
169	108	-1
97	56	-1
57	151	-1
8	237	-1
1	262	1
161	146	-1
50	143	-1
87	29	-1
91	70	-1
77	246	-1
36	65	1
29	200	-1
57	245	1
53	281	-1
25	182	1
147	166	-1
179	182	1
133	236	-1
179	177	1
144	63	-1
34	265	-1
151	71	-1
42	11	-1
76	273	-1
14	202	-1
36	157	-1
57	88	1
68	68	-1
79	92	-1
158	79	1
36	282	-1
1	0	1
6	150	1
153	121	-1
53	71	-1
13	137	-1
117	43	-1
150	71	-1
6	229	-1
68	163	-1
18	23	1
90	177	1
173	111	-1
106	93	-1
156	276	1
5	1	-1
5	59	1
97	223	1
35	99	-1
84	169	1
116	71	-1
17	203	1
149	166	-1
60	264	-1
81	158	-1
85	35	1
39	10	-1
40	205	1
32	178	-1
10	2	-1
7	73	-1
49	270	1
46	108	-1
90	168	1
89	29	-1
156	203	-1
53	110	1
55	287	-1
49	161	1
44	93	1
168	88	-1
56	233	1
1	138	1
169	93	1
118	162	-1
26	113	1
44	292	1
152	283	1
95	182	1
81	225	-1
122	48	1
108	59	-1
54	28	1
167	259	-1
108	128	1
113	94	1
172	281	-1
160	149	-1
119	282	-1
64	157	-1
145	182	1
46	271	-1
61	103	-1
85	232	-1
18	38	1
122	178	-1
77	24	-1
41	137	1
119	68	1
51	205	-1
132	298	-1
29	112	-1
94	235	-1
113	149	-1
79	296	1
11	215	-1
158	230	1
112	153	1
125	174	1
59	93	-1
62	210	-1
155	261	-1
84	200	-1
3	0	1
50	86	-1
73	26	-1
100	79	-1
98	247	1
24	206	-1
39	16	1
63	60	-1
133	153	1
153	279	-1
48	242	1
4	175	1
