93	214	-1
137	60	-1
80	25	-1
43	11	-1
150	263	1
96	127	-1
116	46	-1
60	84	-1
172	265	-1
24	206	-1
85	85	-1
57	15	1
158	231	1
54	14	1
52	257	-1
170	208	1
74	22	1
126	194	1
42	11	-1
55	165	1
171	245	1
1	222	1
78	154	1
64	19	1
79	24	1
106	48	-1
66	294	1
117	252	-1
162	286	-1
18	221	-1
42	55	-1
6	212	-1
52	236	-1
56	15	1
10	289	1
179	226	-1
27	7	1
89	89	-1
70	98	1
71	45	-1
26	268	-1
38	172	-1
15	4	1
133	54	-1
141	138	1
136	155	-1
69	45	-1
154	104	1
180	270	1
135	57	1
96	274	-1
53	281	-1
51	126	1
148	276	-1
127	107	-1
32	176	-1
134	170	-1
173	214	1
133	220	-1
61	168	-1
8	32	1
160	82	1
48	242	1
119	46	1
92	256	1
16	4	1
46	108	-1
146	66	-1
110	39	-1
36	297	-1
136	265	-1
176	176	1
25	186	1
102	279	-1
148	201	-1
41	284	-1
129	51	-1
164	123	1
169	148	1
86	248	-1
143	63	1
112	40	-1
169	220	1
167	248	-1
1	262	1
29	200	-1
157	205	-1
130	249	-1
73	22	-1
171	145	-1
111	221	1
45	116	-1
104	276	-1
5	66	-1
138	115	-1
45	30	-1
112	108	-1
130	302	-1
132	259	-1
14	194	-1
165	195	-1
170	111	-1
73	218	-1
90	206	-1
135	281	1
110	49	1
123	65	-1
0	114	-1
20	264	-1
122	95	-1
127	147	1
155	202	-1
26	113	1
153	287	-1
141	139	-1
101	141	-1
94	235	-1
86	28	-1
56	263	1
45	133	-1
23	279	1
87	29	-1
19	52	-1
87	89	-1
176	219	-1
138	89	-1
170	97	-1
147	243	-1
70	36	1
100	79	-1
105	63	-1
3	95	-1
132	56	1
167	215	-1
10	28	1
117	73	-1
114	217	-1
164	218	1
74	159	1
81	26	-1
162	129	-1
59	93	-1
152	237	1
140	274	-1
171	253	-1
96	226	-1
120	84	-1
97	223	1
87	239	-1
97	187	-1
20	199	1
3	97	1
140	192	-1
52	143	-1
49	56	-1
8	226	-1
58	188	-1
2	0	1
180	251	1
149	70	-1
14	40	1
125	49	1
176	137	1
31	301	-1
17	4	-1
28	174	-1
161	82	-1
168	88	-1
101	57	1
152	99	1
34	25	1
118	162	-1
71	203	-1
76	250	1
102	272	-1
6	90	-1
144	185	-1
150	114	-1
162	83	1
111	243	1
47	13	-1
62	210	-1
80	280	1
166	175	-1
95	72	-1
76	273	-1
5	237	-1
169	272	-1
126	226	1
162	198	-1
116	42	1
34	197	1
124	234	-1
77	23	1
5	168	1
147	66	-1
58	167	-1
180	255	-1
134	197	1
87	167	-1
48	110	-1
113	73	-1
95	135	1
34	284	-1
66	124	-1
160	249	-1
98	247	1
76	215	-1
114	211	1
62	18	1
165	150	-1
159	213	-1
157	227	-1
95	208	1
156	240	-1
72	130	-1
144	212	1
92	172	1
109	208	1
56	125	-1
21	221	-1
85	27	-1
15	49	1
84	27	1
172	110	1
143	190	1
125	174	1
56	233	1
173	193	-1
8	237	-1
133	236	-1
83	232	-1
15	213	1
147	78	1
67	170	1
125	57	1
146	254	1
123	48	-1
105	41	1
94	69	-1
92	62	-1
26	7	1
90	279	-1
179	210	-1
149	166	-1
136	58	-1
153	136	-1
139	60	-1
119	92	-1
82	218	-1
174	193	-1
15	188	-1
35	204	-1
149	303	-1
144	175	-1
56	204	-1
51	188	1
152	72	-1
25	286	-1
87	286	-1
140	61	1
130	51	-1
23	227	-1
67	20	1
16	116	-1
79	296	1
172	268	-1
64	103	-1
62	124	-1
85	35	1
8	135	1
77	141	-1
0	15	1
37	209	1
43	51	1
160	287	-1
125	273	-1
35	99	-1
71	213	-1
112	87	1
164	132	-1
173	208	1
127	50	-1
45	276	-1
128	255	-1
93	31	-1
29	35	1
132	298	-1
129	205	-1
44	93	1
147	203	-1
150	177	1
21	288	-1
181	189	-1
95	32	1
50	82	1
68	291	-1
40	40	-1
96	136	-1
31	232	1
103	230	1
47	187	-1
54	62	-1
65	186	1
118	197	1
80	144	-1
120	47	-1
18	5	-1
128	76	-1
20	46	1
115	116	-1
50	13	-1
155	75	1
113	94	1
40	10	-1
29	86	1
56	183	-1
131	109	-1
146	96	1
118	66	1
53	171	-1
101	53	1
35	163	-1
27	38	-1
71	142	1
53	110	1
158	79	1
74	298	-1
6	229	-1
162	98	-1
57	88	1
100	119	-1
31	8	-1
179	262	1
9	267	1
68	185	1
134	65	-1
167	224	1
50	235	1
139	201	-1
140	86	-1
75	92	-1
171	231	-1
170	300	-1
150	71	-1
0	100	-1
12	194	-1
14	164	-1
119	116	-1
157	271	-1
116	71	-1
29	112	-1
69	212	-1
76	28	-1
12	165	1
162	248	-1
122	58	1
158	286	-1
58	77	-1
21	126	1
41	137	1
128	75	-1
14	202	-1
95	59	-1
10	2	-1
129	151	-1
7	144	-1
48	13	-1
72	244	-1
144	251	-1
41	17	1
83	80	-1
74	91	-1
61	126	1
83	275	-1
27	230	1
82	158	1
104	291	1
21	148	1
2	266	-1
17	247	1
5	1	-1
156	276	1
48	98	-1
106	37	1
72	156	-1
134	250	-1
108	59	-1
157	150	1
145	186	1
116	106	1
15	157	-1
167	294	1
130	52	1
45	225	1
76	187	-1
129	290	-1
98	162	-1
12	20	1
42	151	-1
4	27	-1
157	208	1
124	273	-1
13	137	-1
22	154	-1
174	277	-1
110	112	-1
20	196	1
159	239	-1
44	114	-1
39	301	-1
40	293	1
25	33	-1
42	43	-1
72	211	-1
170	191	-1
32	266	-1
73	228	1
36	65	1
145	190	1
109	168	-1
66	172	-1
82	117	-1
69	229	-1
78	24	-1
89	29	-1
114	192	1
133	118	1
42	103	-1
132	296	-1
61	103	-1
165	161	1
19	257	1
16	191	-1
123	138	1
8	23	1
54	28	1
82	109	1
147	166	-1
175	130	-1
26	269	-1
168	118	-1
17	236	-1
171	106	1
83	27	-1
140	101	-1
147	292	1
70	274	1
132	96	1
71	241	1
122	166	-1
30	241	1
105	69	1
160	193	-1
165	84	-1
141	248	-1
92	31	1
153	121	-1
12	3	1
29	217	-1
129	128	-1
13	135	1
94	36	-1
180	172	1
70	21	1
113	41	1
138	160	-1
103	278	-1
114	160	1
128	64	-1
28	191	-1
152	283	1
42	152	1
135	96	1
9	282	-1
158	230	1
163	124	1
64	181	-1
113	149	-1
112	164	-1
165	184	1
101	113	1
95	55	1
155	163	-1
126	171	1
12	11	1
176	145	-1
129	245	1
74	85	-1
79	92	-1
143	285	-1
161	115	1
44	129	1
57	245	1
76	189	-1
160	149	-1
54	144	-1
138	60	1
136	111	-1
64	25	-1
4	125	-1
63	60	-1
63	301	1
11	137	-1
93	302	-1
81	224	1
155	261	-1
46	12	-1
64	170	-1
0	256	1
0	291	1
98	296	1
169	288	-1
40	180	-1
107	37	-1
87	189	1
69	121	-1
145	238	1
33	8	1
137	67	-1
82	132	1
148	73	-1
97	38	1
140	141	-1
69	20	1
163	131	-1
108	254	-1
11	3	-1
137	129	1
117	43	-1
123	181	-1
53	124	-1
72	216	-1
79	169	1
31	179	-1
75	257	1
82	26	-1
126	147	-1
165	198	-1
6	150	1
27	183	-1
151	71	-1
167	86	1
24	35	-1
94	87	1
84	200	-1
125	244	1
11	87	1
152	176	-1
137	233	1
130	62	-1
156	147	1
179	182	1
150	171	1
147	284	-1
101	122	-1
58	122	-1
77	259	-1
162	94	-1
47	95	-1
105	68	1
150	277	-1
114	91	-1
21	5	-1
159	301	1
109	173	-1
136	207	-1
35	156	-1
126	252	-1
148	150	1
36	25	-1
156	76	-1
18	23	1
3	238	1
55	16	1
135	293	-1
166	198	-1
169	235	-1
4	1	-1
78	224	1
44	72	-1
37	237	-1
13	3	1
96	102	-1
124	111	-1
105	91	-1
115	207	-1
28	159	-1
85	232	-1
161	236	-1
131	82	1
57	61	-1
65	223	-1
163	207	-1
32	179	1
112	161	-1
126	251	1
103	125	-1
100	217	-1
75	24	-1
174	167	-1
27	92	-1
96	238	-1
71	21	-1
58	88	1
49	161	1
36	157	-1
166	94	-1
167	269	1
97	56	-1
152	278	-1
119	254	-1
44	292	1
164	83	-1
25	243	-1
80	190	-1
128	152	-1
143	200	-1
76	105	-1
19	44	-1
87	143	-1
47	293	-1
144	229	-1
131	146	-1
143	91	-1
124	296	-1
3	219	1
81	186	-1
176	256	1
54	147	1
72	285	-1
104	196	1
13	64	-1
121	295	1
166	303	1
120	123	-1
151	185	1
110	252	1
61	267	1
108	38	-1
11	17	1
57	151	-1
92	261	-1
137	225	1
153	74	1
43	136	-1
38	255	1
109	272	-1
128	204	-1
77	246	-1
77	202	-1
154	148	1
59	113	1
39	196	-1
99	164	-1
62	262	1
1	267	1
51	278	1
108	160	-1
39	122	-1
79	158	-1
103	291	1
163	83	1
30	139	1
149	260	1
102	120	1
27	195	-1
1	106	1
60	67	-1
34	265	-1
115	42	1
59	41	1
39	79	1
131	53	1
153	155	-1
2	117	-1
60	17	-1
51	14	-1
8	2	1
177	149	-1
92	140	-1
67	271	1
0	205	1
143	228	-1
134	55	-1
100	268	-1
68	125	1
31	166	-1
39	275	-1
23	275	-1
138	78	-1
46	227	1
151	241	1
158	302	1
49	13	-1
120	109	-1
66	240	-1
49	67	-1
13	199	-1
41	262	1
7	73	-1
37	52	-1
154	185	1
60	159	1
103	58	-1
81	225	-1
17	81	-1
145	182	1
117	50	-1
68	68	-1
7	46	1
26	217	-1
94	272	-1
129	160	-1
10	216	1
139	253	-1
46	297	-1
63	216	1
80	151	-1
60	264	-1
121	183	1
47	184	1
173	133	-1
168	134	-1
18	38	1
178	189	-1
132	54	1
96	32	1
120	195	-1
90	168	1
34	214	-1
30	258	1
32	178	-1
3	120	1
143	268	-1
66	78	1
166	84	1
128	51	-1
38	280	1
121	47	-1
57	77	-1
24	53	-1
170	98	1
51	205	-1
80	142	-1
19	43	-1
16	68	1
31	99	1
59	112	-1
100	34	1
108	298	-1
95	182	1
43	42	1
22	57	1
16	134	1
180	195	-1
155	80	-1
36	9	-1
32	8	1
85	119	1
78	263	1
84	169	1
159	181	1
23	224	1
78	150	1
92	283	1
108	128	1
25	6	1
98	191	-1
135	131	-1
19	5	-1
52	119	-1
11	44	-1
97	32	1
61	18	1
18	90	1
158	255	1
109	232	1
167	259	-1
154	75	-1
70	74	1
159	81	1
98	109	-1
141	173	-1
5	59	1
103	37	1
49	220	1
23	6	-1
132	184	1
122	178	-1
76	23	1
134	196	-1
115	290	-1
22	290	-1
64	157	-1
171	190	-1
112	157	1
9	231	1
17	144	-1
37	58	1
36	50	1
111	39	-1
151	145	-1
0	0	1
176	264	-1
168	108	1
151	249	-1
33	117	-1
22	6	-1
172	229	1
68	163	-1
2	303	1
130	95	1
45	214	1
28	269	1
99	100	-1
56	173	-1
50	86	-1
75	113	-1
86	254	-1
146	146	1
180	238	-1
84	120	1
50	246	-1
169	127	-1
47	198	-1
54	299	-1
120	104	1
141	130	1
13	227	-1
22	300	-1
105	284	-1
17	203	1
22	97	-1
24	249	-1
59	17	-1
50	34	1
10	231	-1
72	234	-1
96	253	-1
118	265	-1
65	19	-1
146	298	-1
80	75	-1
45	12	1
53	283	1
117	223	1
100	178	-1
38	163	-1
122	48	1
9	299	1
179	260	1
94	31	-1
116	100	-1
39	10	-1
99	260	-1
14	135	1
61	209	1
85	105	-1
59	85	-1
125	80	1
41	233	1
84	158	-1
21	219	-1
166	123	-1
113	96	1
169	93	1
104	37	1
145	64	-1
