81	286	1
49	531	1
82	409	1
138	20	-1
34	509	-1
56	302	1
85	517	1
24	432	-1
105	627	-1
43	630	-1
90	950	1
10	551	-1
109	755	-1
41	518	1
106	223	1
34	230	1
52	693	-1
97	553	-1
53	893	1
13	98	-1
109	747	1
142	1	-1
123	1040	1
125	890	1
97	365	-1
55	793	1
3	789	-1
7	766	1
114	956	1
16	262	-1
132	779	-1
142	133	1
109	1048	1
5	992	1
108	852	1
17	1043	-1
94	647	-1
138	151	1
105	697	1
22	522	-1
17	974	-1
3	873	1
76	123	-1
83	500	1
133	813	1
112	119	-1
107	101	1
43	713	1
74	751	1
116	427	-1
105	593	1
82	504	1
34	449	1
30	542	-1
24	589	1
108	846	-1
105	633	1
116	265	-1
133	770	1
51	17	-1
43	509	-1
2	350	-1
138	155	-1
112	74	1
76	166	1
67	220	1
98	267	-1
18	1027	-1
122	981	-1
7	637	-1
92	912	-1
49	252	-1
78	271	-1
99	724	1
3	888	1
15	921	1
117	656	1
99	776	-1
82	455	1
2	348	1
125	793	1
82	631	1
124	938	1
28	629	1
95	50	1
61	165	-1
125	761	-1
139	499	1
13	89	-1
45	798	-1
6	314	1
94	625	1
133	862	1
140	956	1
40	1011	1
77	742	-1
13	30	-1
111	297	-1
52	682	1
140	870	1
82	580	1
134	330	-1
124	1018	1
93	291	1
136	565	1
51	269	-1
97	302	1
81	247	-1
99	793	-1
123	728	1
113	86	-1
111	551	1
105	524	-1
84	746	1
108	671	1
9	271	1
139	647	1
127	217	1
33	863	1
69	1033	1
143	584	-1
118	48	-1
2	422	1
128	156	1
132	730	1
116	71	-1
47	463	-1
131	953	1
106	109	1
133	655	-1
20	138	1
49	352	1
11	590	-1
111	585	1
10	207	-1
139	636	1
23	1032	-1
63	164	1
116	10	-1
129	789	-1
99	644	-1
81	253	-1
19	409	-1
22	267	-1
21	80	-1
138	123	-1
92	762	-1
133	685	1
7	789	1
46	679	1
28	461	1
42	73	-1
43	516	-1
76	175	1
2	273	1
16	266	1
84	722	1
140	857	1
91	512	1
43	460	1
85	402	1
79	659	-1
84	796	-1
11	621	-1
93	324	-1
132	826	1
94	622	1
38	468	-1
108	820	1
134	296	-1
46	642	1
113	146	-1
133	610	1
111	436	-1
112	173	1
86	766	1
91	598	1
134	662	1
12	75	-1
68	939	1
97	272	-1
97	293	-1
47	386	1
99	736	-1
112	177	-1
127	203	1
24	514	-1
124	709	-1
9	536	1
9	477	1
139	559	1
84	792	1
73	887	1
61	177	1
91	635	-1
92	732	-1
30	547	-1
4	60	-1
134	225	1
69	1040	1
87	885	-1
94	641	1
134	556	-1
136	559	1
138	74	1
25	25	-1
112	172	1
138	111	-1
48	969	1
78	184	1
97	303	-1
108	925	1
125	970	-1
39	599	1
134	509	-1
68	914	-1
95	30	1
23	990	1
61	133	-1
113	177	-1
76	89	1
9	418	1
82	389	-1
82	651	-1
20	70	-1
7	755	-1
40	1021	1
106	85	-1
97	478	1
116	20	-1
63	126	-1
34	460	1
108	949	-1
93	553	-1
68	933	-1
26	693	1
104	804	1
72	723	1
140	774	-1
80	323	1
118	210	-1
107	107	1
117	698	-1
102	172	1
112	301	-1
118	42	1
33	783	-1
144	85	-1
49	388	-1
26	615	-1
67	159	1
12	2	1
110	967	1
24	460	1
130	69	1
118	124	-1
112	25	-1
127	697	-1
89	1031	-1
131	1027	-1
10	285	1
49	563	1
28	579	1
48	1045	1
106	237	-1
2	259	-1
85	522	-1
54	37	1
125	886	1
76	92	1
27	447	1
47	441	1
33	846	1
8	146	1
58	973	1
91	580	1
80	337	-1
49	553	1
124	971	1
15	958	-1
35	271	1
131	922	1
94	549	-1
121	29	1
114	1003	1
73	712	-1
124	679	-1
9	481	-1
112	84	-1
3	891	-1
111	237	-1
83	605	-1
60	1028	-1
139	576	-1
90	761	-1
19	364	1
81	225	-1
144	139	-1
93	336	1
43	422	1
133	428	-1
132	856	-1
105	615	1
28	509	-1
22	253	-1
124	1031	-1
139	368	-1
125	720	-1
93	630	-1
42	107	-1
83	436	-1
105	583	-1
85	410	-1
121	137	1
86	771	-1
72	789	1
67	104	1
55	954	-1
114	909	1
120	413	-1
127	691	-1
127	683	-1
45	948	-1
105	600	1
93	233	1
139	652	-1
31	43	-1
97	518	1
125	981	1
45	812	-1
31	100	-1
121	138	1
68	901	-1
74	690	1
42	62	-1
108	942	1
123	1001	1
47	460	1
49	243	-1
93	288	1
35	186	-1
16	462	1
138	118	1
90	990	1
97	335	1
134	748	1
73	924	-1
45	560	-1
86	823	1
92	852	1
143	556	1
73	748	1
136	587	1
10	512	-1
82	611	-1
131	825	-1
109	916	1
61	119	1
81	162	-1
21	123	-1
111	537	-1
111	403	1
112	256	-1
34	303	-1
56	294	1
94	658	1
93	614	1
142	23	1
84	691	-1
81	168	-1
82	374	-1
113	163	1
43	583	-1
53	817	1
134	518	-1
104	661	-1
106	44	1
84	678	-1
72	290	1
85	404	1
123	848	1
99	685	1
133	578	1
45	755	-1
63	55	1
15	948	-1
97	437	1
84	221	-1
63	38	-1
12	88	1
143	391	-1
20	101	-1
49	550	1
142	78	-1
1	432	1
90	1013	-1
2	323	-1
83	945	1
140	965	-1
70	642	1
10	494	1
108	702	-1
32	981	1
74	806	-1
13	16	1
33	959	1
43	665	1
93	657	1
112	184	1
62	541	-1
92	889	1
127	212	1
84	909	1
83	654	1
43	494	-1
126	325	1
68	874	-1
40	997	-1
46	643	-1
5	1003	1
143	537	-1
93	498	1
109	1011	-1
30	545	-1
6	161	1
69	1014	1
97	330	-1
97	185	1
116	511	1
27	387	-1
65	998	1
74	703	1
70	655	-1
13	92	-1
143	533	-1
16	379	-1
130	46	1
26	776	-1
9	462	-1
16	273	1
80	370	1
30	236	1
126	385	1
144	98	-1
16	298	-1
102	217	-1
24	476	1
74	818	-1
109	765	1
61	110	1
114	958	-1
68	887	1
109	917	1
61	122	1
140	758	-1
79	712	1
94	675	1
69	888	1
33	999	1
42	59	-1
53	769	1
28	472	1
11	560	1
143	589	1
34	310	1
49	383	-1
45	647	-1
49	610	1
43	695	-1
144	124	-1
122	983	-1
21	41	1
56	328	-1
82	297	-1
114	1019	1
10	368	1
93	489	1
103	858	1
125	851	1
82	42	-1
73	793	1
39	354	1
129	894	1
109	920	1
19	513	1
20	46	1
10	509	-1
72	531	1
49	497	-1
138	41	1
43	687	1
134	713	-1
99	640	1
49	314	-1
22	235	1
2	278	1
47	467	-1
121	112	1
142	62	-1
122	969	-1
16	466	1
126	129	-1
123	924	-1
22	538	-1
17	955	-1
26	741	-1
99	788	-1
105	734	1
68	737	1
45	683	-1
131	883	1
108	781	-1
131	950	-1
3	818	-1
72	552	-1
144	87	-1
80	453	1
45	621	1
77	764	1
34	207	1
35	185	-1
134	209	1
125	675	-1
143	350	1
35	290	-1
80	484	1
73	717	1
127	682	-1
116	255	1
72	558	1
127	184	-1
113	31	-1
49	532	1
127	658	1
72	752	-1
22	638	1
45	840	-1
94	977	1
112	287	1
84	661	-1
30	339	1
45	899	1
85	588	1
143	351	1
39	351	1
3	915	1
127	195	1
84	743	1
45	682	-1
100	471	1
108	964	1
125	920	-1
97	569	-1
115	52	1
31	15	1
55	952	1
84	916	1
108	923	1
26	574	1
26	727	1
111	434	-1
93	205	1
133	781	-1
27	382	-1
33	910	1
90	1052	1
82	563	1
127	749	-1
124	1048	1
9	489	1
104	817	1
10	622	1
30	239	1
139	1012	1
103	901	1
76	111	-1
54	54	1
118	26	-1
107	152	1
80	411	1
22	481	-1
107	112	1
53	849	1
85	603	1
112	4	1
73	917	-1
9	423	1
83	327	-1
81	337	-1
127	687	1
78	151	1
30	316	1
78	192	1
72	602	-1
80	460	1
57	982	1
110	1045	-1
37	56	-1
19	601	1
100	366	1
49	542	1
57	1005	1
33	894	-1
129	868	-1
121	3	-1
68	958	-1
83	937	1
92	744	-1
83	383	1
97	348	-1
16	328	1
117	617	-1
46	605	-1
35	304	-1
112	147	-1
70	649	1
28	242	1
19	394	-1
133	489	-1
133	596	1
68	876	1
139	622	-1
139	1047	1
31	26	1
105	784	-1
30	509	1
51	8	1
22	344	-1
82	224	-1
118	203	1
39	295	-1
69	804	1
76	164	-1
2	511	1
76	100	-1
15	959	-1
97	243	1
143	392	1
113	218	1
94	650	-1
26	619	-1
2	254	-1
140	947	1
83	318	-1
113	169	-1
82	232	-1
98	263	-1
123	946	-1
24	393	1
9	348	-1
20	76	-1
34	330	-1
134	762	1
62	563	1
26	815	-1
99	669	1
72	561	-1
134	284	-1
93	499	-1
19	517	1
118	19	1
90	942	1
92	755	1
20	51	-1
55	810	1
139	546	1
125	663	1
108	884	-1
111	493	1
102	173	1
112	125	-1
104	825	-1
10	82	1
109	877	1
33	905	-1
106	310	-1
143	279	1
33	761	-1
84	727	1
109	966	1
126	342	1
82	111	1
139	302	1
142	18	1
48	880	1
86	893	-1
45	761	-1
14	1032	1
91	554	1
107	73	1
49	430	-1
106	83	1
60	1004	-1
81	170	1
110	1027	-1
7	822	-1
83	350	1
116	580	1
112	268	1
19	498	1
7	825	-1
9	430	1
26	654	-1
22	279	1
43	709	1
107	200	-1
49	681	-1
54	38	-1
113	225	-1
61	260	-1
110	999	-1
82	557	1
20	126	-1
70	704	1
9	378	1
110	974	1
45	608	1
112	95	-1
17	971	1
129	821	1
143	262	1
111	522	-1
119	1000	-1
12	81	1
14	980	1
80	499	1
61	306	1
124	1039	1
134	742	1
70	681	1
109	935	-1
140	925	-1
3	987	1
132	882	1
76	169	1
140	739	1
86	770	-1
12	68	-1
15	887	1
113	240	-1
108	841	-1
112	178	-1
133	468	1
138	182	-1
16	253	-1
69	898	1
107	209	-1
31	3	-1
102	209	-1
32	967	1
38	347	1
24	409	-1
51	314	-1
55	1040	1
126	406	-1
112	192	-1
17	992	-1
27	513	1
127	173	1
116	591	1
20	150	1
97	394	-1
97	363	-1
124	650	-1
86	946	-1
125	983	1
86	720	1
107	153	-1
116	52	-1
26	543	1
95	117	-1
107	305	1
105	747	1
97	618	1
2	452	-1
56	330	-1
33	908	-1
50	1052	1
94	1031	1
51	68	-1
24	447	1
82	168	-1
14	1054	-1
124	645	1
139	582	1
94	612	1
63	158	1
104	728	1
53	903	-1
100	437	1
97	164	1
83	599	1
139	537	-1
28	232	1
133	907	1
100	551	1
97	319	1
26	748	1
139	417	-1
43	510	1
10	366	-1
68	949	-1
138	67	-1
10	452	1
86	692	1
7	753	-1
121	37	1
