92	766	-1
76	150	1
24	545	-1
139	711	-1
134	859	-1
6	154	-1
11	563	1
46	673	-1
9	446	-1
4	34	-1
97	540	1
60	1011	-1
18	1028	1
9	574	-1
110	946	-1
26	759	-1
82	55	-1
132	849	-1
134	187	1
39	289	1
33	765	-1
80	450	1
47	447	1
26	554	-1
110	923	1
10	235	1
20	84	-1
45	922	1
3	795	-1
118	169	-1
142	130	-1
109	951	1
40	1054	-1
139	627	-1
119	916	1
22	229	1
61	277	1
43	410	1
124	838	-1
138	164	1
65	977	1
28	442	1
108	779	1
133	459	1
124	928	-1
83	400	1
134	290	1
126	191	1
12	73	1
9	615	1
19	575	-1
139	459	-1
104	752	1
78	198	1
93	260	-1
140	953	1
139	748	-1
28	568	1
99	698	1
114	1028	-1
53	835	1
143	604	1
34	171	1
127	654	-1
104	867	1
107	158	1
91	608	-1
45	715	1
90	790	-1
84	152	-1
142	115	1
114	879	1
16	391	1
136	565	1
91	629	1
144	140	-1
106	168	-1
125	663	1
120	417	1
139	504	1
119	888	1
108	864	-1
113	72	-1
124	695	1
118	98	-1
104	795	-1
35	201	-1
16	231	1
10	497	-1
49	558	1
24	481	-1
30	483	1
49	683	-1
34	293	-1
29	294	-1
24	589	1
84	964	1
90	805	1
140	913	1
29	326	-1
7	726	-1
118	188	-1
121	124	-1
81	277	-1
24	446	1
86	644	-1
107	29	1
14	1038	-1
81	186	1
115	37	-1
27	338	-1
68	735	1
121	32	-1
129	841	1
54	38	-1
78	185	1
106	238	1
107	76	1
49	370	-1
36	728	1
73	639	1
28	246	-1
114	996	-1
25	77	1
3	998	-1
105	666	-1
46	638	1
97	335	1
30	428	-1
16	463	1
121	109	-1
22	421	-1
106	226	1
81	224	1
113	45	1
9	496	-1
100	445	1
51	0	-1
72	298	-1
53	865	-1
112	180	-1
109	1023	-1
137	473	1
139	956	-1
51	49	1
85	599	1
22	413	1
95	136	1
51	60	1
55	786	1
125	891	1
107	81	1
26	574	1
9	582	1
126	378	1
144	126	-1
104	826	-1
113	96	1
72	561	-1
123	953	-1
92	972	-1
139	630	-1
132	870	-1
118	13	1
31	2	-1
34	211	1
136	550	-1
134	291	-1
94	613	-1
16	219	-1
112	340	1
83	826	-1
85	407	1
78	282	-1
85	570	-1
80	494	-1
111	424	1
22	443	-1
24	544	-1
83	885	1
125	703	1
118	39	1
90	1033	-1
7	746	-1
124	715	1
104	639	-1
58	970	1
97	413	1
127	749	-1
134	229	1
119	971	1
61	225	1
140	738	1
97	262	1
72	300	-1
75	9	1
3	954	1
63	126	-1
142	104	1
72	317	1
43	552	-1
139	551	1
134	678	1
53	764	-1
68	935	-1
9	416	-1
59	721	1
110	1025	-1
112	239	1
26	851	-1
10	271	-1
34	403	1
110	947	1
53	786	-1
90	1009	-1
39	435	-1
84	833	-1
111	378	1
127	796	1
134	527	-1
19	497	1
105	532	-1
108	788	1
22	480	-1
109	978	1
10	606	1
39	524	-1
22	310	-1
12	45	1
136	520	-1
24	336	1
34	458	-1
110	915	1
80	501	1
63	129	1
39	484	1
113	82	-1
111	344	-1
26	828	-1
10	556	-1
0	737	1
55	877	1
39	373	1
16	381	1
83	544	-1
66	216	-1
140	898	1
97	181	1
22	240	1
74	776	-1
114	926	-1
93	718	1
131	873	-1
21	60	1
84	146	-1
54	31	1
139	521	-1
84	690	1
109	1046	1
94	1033	-1
21	88	1
34	494	1
106	139	1
82	620	1
123	991	1
124	677	1
128	154	1
34	260	1
85	613	1
108	942	1
77	859	-1
84	738	1
72	573	-1
83	295	1
93	327	-1
78	243	1
118	179	1
107	97	-1
127	205	1
139	701	1
105	583	-1
17	1019	-1
25	58	-1
65	969	1
10	312	1
131	810	1
22	296	1
116	571	1
89	1000	-1
10	171	-1
94	974	1
123	847	-1
72	870	1
82	579	-1
78	147	-1
54	80	-1
117	677	-1
49	610	1
100	518	1
91	784	1
127	888	-1
33	972	1
49	429	1
12	51	-1
140	775	1
137	436	-1
86	908	1
97	330	-1
109	954	-1
127	818	-1
143	382	-1
8	161	-1
16	414	1
142	86	-1
77	739	1
129	899	1
116	515	1
86	926	1
26	701	1
130	66	1
134	197	-1
45	803	-1
126	339	1
82	180	-1
91	763	1
111	514	1
16	315	-1
102	258	1
119	998	1
10	371	-1
78	194	-1
102	209	-1
104	641	1
85	619	-1
117	595	-1
93	203	-1
88	161	-1
63	49	-1
70	693	-1
106	262	1
55	890	-1
84	917	1
90	780	1
2	431	1
93	273	-1
54	75	1
91	562	-1
113	138	1
143	287	1
94	573	-1
134	563	1
22	472	1
30	304	-1
93	507	-1
117	676	1
12	68	-1
113	207	-1
97	574	1
97	274	-1
131	863	1
16	346	-1
92	775	-1
39	578	1
84	646	1
30	260	1
28	528	-1
20	132	1
2	512	1
7	777	1
28	519	1
20	146	-1
97	414	1
139	537	-1
73	689	1
2	442	-1
10	512	-1
99	780	1
72	596	1
93	602	1
107	27	1
33	969	1
48	912	1
76	149	1
94	1048	1
43	663	1
140	891	-1
82	388	-1
49	541	-1
107	111	-1
19	404	1
82	92	-1
94	627	-1
143	442	-1
7	623	1
126	108	1
4	94	1
121	76	-1
85	616	1
6	313	-1
105	559	1
133	775	1
126	202	1
134	287	1
57	976	1
30	537	-1
98	246	1
10	220	1
84	156	1
48	1016	1
83	694	-1
100	425	-1
34	498	-1
80	505	1
123	1051	-1
